t1,ch1,t2,ch2
-0.014708751666702394,0.0071563529968261715,-0.014708626666702394,2.514644336700439
-0.014688751666702393,0.0071563529968261715,-0.014688626666702393,2.549539661407471
-0.014668751666702394,-0.0028003120422363283,-0.014668626666702394,2.624315357208252
-0.014648751666702393,-0.0028003120422363283,-0.014648626666702393,2.5345845222473145
-0.014628751666702394,0.0021780204772949216,-0.014628626666702393,2.519629383087158
-0.014608751666702393,-0.0028003120422363283,-0.014608626666702393,2.524614429473877
-0.014588751666702393,0.0021780204772949216,-0.014588626666702393,2.619330310821533
-0.014568751666702393,0.012134685516357421,-0.014568626666702392,2.6043751716613768
-0.014548751666702393,0.0071563529968261715,-0.014548626666702393,2.524614429473877
-0.014528751666702392,0.0021780204772949216,-0.014528626666702392,2.524614429473877
-0.014508751666702393,-0.0028003120422363283,-0.014508626666702393,2.5545247077941893
-0.014488751666702392,0.012134685516357421,-0.014488626666702392,2.619330310821533
-0.014468751666702393,0.0021780204772949216,-0.014468626666702393,2.5345845222473145
-0.014448751666702392,-0.0028003120422363283,-0.014448626666702392,2.524614429473877
-0.014428751666702393,0.0021780204772949216,-0.014428626666702393,2.5345845222473145
-0.014408751666702392,0.0021780204772949216,-0.014408626666702392,2.5894200325012204
-0.014388751666702393,0.0071563529968261715,-0.014388626666702393,2.5644948005676267
-0.014368751666702394,-0.0028003120422363283,-0.014368626666702394,2.524614429473877
-0.014348751666702393,-0.0028003120422363283,-0.014348626666702393,2.524614429473877
-0.014328751666702394,-0.0028003120422363283,-0.014328626666702394,2.549539661407471
-0.014308751666702393,-0.0028003120422363283,-0.014308626666702393,2.5694798469543456
-0.014288751666702394,0.0021780204772949216,-0.014288626666702393,2.539569568634033
-0.014268751666702393,0.0071563529968261715,-0.014268626666702392,2.524614429473877
-0.014248751666702393,0.0021780204772949216,-0.014248626666702393,2.5295994758605955
-0.014228751666702392,-0.0028003120422363283,-0.014228626666702392,2.579449939727783
-0.014208751666702393,0.0071563529968261715,-0.014208626666702393,2.5644948005676267
-0.014188751666702392,-0.0028003120422363283,-0.014188626666702392,2.524614429473877
-0.014168751666702393,0.0021780204772949216,-0.014168626666702393,2.524614429473877
-0.014148751666702392,0.0071563529968261715,-0.014148626666702392,2.5744648933410645
-0.014128751666702393,0.0021780204772949216,-0.014128626666702393,2.5894200325012204
-0.014108751666702392,0.01711301803588867,-0.014108626666702392,2.5295994758605955
-0.014088751666702393,0.0071563529968261715,-0.014088626666702393,2.524614429473877
-0.014068751666702394,0.0021780204772949216,-0.014068626666702394,2.524614429473877
-0.014048751666702393,0.0021780204772949216,-0.014048626666702393,2.5545247077941893
-0.014028751666702394,0.0021780204772949216,-0.014028626666702394,2.539569568634033
-0.014008751666702393,0.0021780204772949216,-0.014008626666702393,2.5295994758605955
-0.013988751666702394,0.012134685516357421,-0.013988626666702393,2.524614429473877
-0.013968751666702393,0.0071563529968261715,-0.013968626666702393,2.539569568634033
-0.013948751666702393,0.012134685516357421,-0.013948626666702393,2.5545247077941893
-0.013928751666702393,0.0021780204772949216,-0.013928626666702392,2.524614429473877
-0.013908751666702393,0.012134685516357421,-0.013908626666702393,2.5295994758605955
-0.013888751666702392,0.012134685516357421,-0.013888626666702392,2.539569568634033
-0.013868751666702393,0.01711301803588867,-0.013868626666702393,2.579449939727783
-0.013848751666702392,0.0071563529968261715,-0.013848626666702392,2.549539661407471
