freq,gain,phase
0.04470348358154297,-36.16424534575599,0.5029270024206038
0.059604644775390625,-36.1536387292665,-1.2815204107571345
0.07450580596923828,-36.01792852000035,-0.6311353271343431
0.07450580596923828,-36.18013737930849,1.2943072272201914
0.08940696716308594,-35.94372014096924,-0.5620694426594419
0.1043081283569336,-36.14345327730072,-4.60243496213187
0.11920928955078125,-36.35259407789603,-3.395943019571911
0.14901161193847656,-36.17726659330023,-1.4616866900523562
0.16391277313232422,-36.15910860842338,-5.4068218135161725
0.19371509552001953,-35.99323965580035,-4.424691778648746
0.22351741790771484,-32.87640980090777,-3.282038171419398
0.2682209014892578,-36.487669263507165,-6.153991857799605
0.3129243850708008,-36.2466136905262,-5.314438856113456
0.35762786865234375,-36.11173308085882,-8.739455162090293
0.4172325134277344,-36.528522200302504,-9.889909535771432
0.49173831939697266,-36.95635738285204,-8.920859310115713
0.5662441253662109,-36.42424848993554,-11.394589089698156
0.6556510925292969,-36.80953870504216,-12.394492067578591
0.7748603820800781,-37.183716275526244,-19.01439099788669
0.8940696716308594,-37.25112296639809,-17.063652259954594
1.043081283569336,-38.322496392489896,-19.852579420754836
1.2218952178955078,-38.034454691591236,-26.443055714278593
1.4156103134155273,-38.98466943942162,-29.761691985790474
1.6540288925170898,-39.32340020738203,-28.42543974653384
1.9222497940063477,-41.836969664390665,-33.968419901701495
2.2351741790771484,-43.190952378921914,-47.0582287505557
2.60770320892334,-45.07712685784098,-38.578571036464176
3.024935722351074,-48.28416237526014,-50.80452177228739
3.5315752029418945,-51.65760168495878,-58.51997292877554
4.112720489501953,-53.074987975525964,-66.41817456521392
4.783272743225098,-59.88335712278431,-98.68571571501265
5.573034286499023,-59.985923003646484,-145.54455098581238
6.4820051193237305,-59.272924592522244,-135.7101781001006
7.539987564086914,-57.3137196320324,173.64911252472243
8.77678394317627,-55.76179365764297,-155.73296966794078
10.222196578979492,-63.83194129099189,-166.3738077988199
11.906027793884277,-61.710017404538036,-178.9465401028888
13.85807991027832,-58.06138988710263,-168.79581897261264
16.13795757293701,-57.908291437576416,178.352275520053
18.790364265441895,-57.71156625721066,-155.03626285173291
21.86000347137451,-67.83793919643043,-175.42668484002326
25.451183319091797,-59.763623697468574,175.58519861754397
29.63840961456299,-58.46069442296792,165.97881709898894
34.496188163757324,-56.49582201930179,-156.9512667045705
40.17353057861328,-62.60119722936913,-166.88372812537494
46.759843826293945,-56.5447686468848,166.53171359481476
54.43394184112549,-58.99613055995886,151.42004823239168
63.37463855743408,-62.520617331097895,-174.96027684237066
73.7905502319336,-63.693780289085026,154.14145376076462
85.89029312133789,-59.95004996059923,166.69923699923166
100.00169277191162,-64.82243016589356,-160.4379263897142
116.42277240753174,-56.05670375441079,-141.4210611424274
135.52606105804443,-62.04719975361169,-170.66076545899074
157.78839588165283,-58.84669381489675,179.04595017547942
183.68661403656006,-58.89680214212436,-159.97970683690082
213.84656429290771,-65.53519399918356,147.93778929929678
248.9537000656128,-65.88241460648695,178.35902068959754
289.8275852203369,-53.958546431011996,-143.0517147307931
337.4218940734863,-56.5861093379617,-165.36702252516855
392.80951023101807,-56.571341936167855,132.37907391414572
457.3017358779907,-55.4817683489793,-122.37993225997829
532.3886871337891,-54.71618533536053,-140.2836080409841
619.7988986968994,-58.12632032260395,-107.27118498169125
721.5589284896851,-52.232081969017614,-98.37094691460392
840.0231599807739,-63.63936717309553,-116.08048300039258
977.933406829834,-50.81959669451368,-133.230708397795
1138.4934186935425,-60.4130383053839,-147.95388451074746
1325.4135847091675,-57.09880693385181,-154.87981426228856
1543.0152416229248,-51.680158582916384,-114.59526480778865
1796.3498830795288,-50.206323460346276,-140.97812364601108
2091.2736654281616,-53.828965483959124,-123.87070120847653
2434.6262216567993,-45.769557148906664,-129.08541511059175
2834.3498706817627,-53.24306921021298,-131.62189813103956
3299.698233604431,-48.67487151584602,-147.12218605986828
3841.4448499679565,-44.517666390081786,-138.67239423080434
4472.136497497559,-44.270495643278984,-134.89020834667176
5206.376314163208,-45.45700701296685,-123.92659258848882
6061.166524887085,-42.49682685951655,-135.97316151821983
7056.295871734619,-41.763545721386386,-146.73768099375843
8214.801549911499,-42.20506152931514,-137.25857484692912
9563.520550727844,-38.747339924609314,-169.2504743037518
11133.670806884766,-37.65232110936983,-152.8676875460971
12961.611151695251,-40.224510224406096,-163.50175125392067
15089.675784111023,-37.83584818575083,-171.75502443893782
17567.113041877747,-37.70748092937374,-172.3153913319099
20451.30729675293,-36.75456231513519,-175.23176658148464
23809.030652046204,-36.102514759428786,177.4678775818703
27718.02246570587,-36.051794095340995,177.03503348583288
32268.792390823364,-36.77513252106661,172.39553038686657
37566.736340522766,-35.92147383105923,154.97009279427706
43734.47597026825,-34.7580463259455,162.33094275278592
50914.86871242523,-34.77842323445647,156.91919676835994
59274.137020111084,-31.96049143564626,151.169103803641
69005.8320760727,-31.400671553494142,143.26472522616595
80335.28923988342,-31.84093670126996,133.2185764109688
93524.84345436096,-30.17077503797917,121.19158531357
108879.86421585083,-29.2415232409822,114.5825867763914
126755.90813159943,-28.925761069115108,107.03503166079858
147566.84005260468,-28.332961703778015,99.40120575918093
171794.54863071442,-27.232165332642015,99.16799530383548
200000.00298023224,-27.11338468916066,93.34770767003961
